source_file,gbif_id,genus_query,scientific_name,species,event_date,year,month,day,district,state_province,latitude,longitude,individual_count,basis_of_record,sampling_protocol,license,references,limitations
gbif_rwanda_anopheles_occurrences.json,3893359307,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-08,2020,8,,Kicukiro,Umujyi wa Kigali,-1.967,30.115,6,HUMAN_OBSERVATION,man biting catch - outdoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62450391,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893360312,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-08,2020,8,,Gasabo,Umujyi wa Kigali,-1.887,30.064,110,HUMAN_OBSERVATION,man biting catch - outdoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62450440,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893361540,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-08,2020,8,,Kicukiro,Umujyi wa Kigali,-1.967,30.115,9,HUMAN_OBSERVATION,man biting catch - indoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62452293,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893361547,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-08,2020,8,,Nyarugenge,Umujyi wa Kigali,-2.015,30.026,5,HUMAN_OBSERVATION,man biting catch - outdoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62452356,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893354313,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-09,2020,9,,Gasabo,Umujyi wa Kigali,-1.887,30.064,52,HUMAN_OBSERVATION,man biting catch - indoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62450434,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893354627,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-09,2020,9,,Gasabo,Umujyi wa Kigali,-1.887,30.064,92,HUMAN_OBSERVATION,man biting catch - outdoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62452939,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893355543,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-09,2020,9,,Kicukiro,Umujyi wa Kigali,-1.967,30.115,9,HUMAN_OBSERVATION,man biting catch - indoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62452242,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893355628,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-09,2020,9,,Nyarugenge,Umujyi wa Kigali,-2.015,30.026,7,HUMAN_OBSERVATION,man biting catch - outdoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62452929,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893356313,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-09,2020,9,,Nyarugenge,Umujyi wa Kigali,-2.015,30.026,15,HUMAN_OBSERVATION,man biting catch - indoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62450449,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893356546,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-09,2020,9,,Kicukiro,Umujyi wa Kigali,-1.967,30.115,9,HUMAN_OBSERVATION,man biting catch - outdoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62452311,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
