dataset,records,valid_files,date_start,date_end,rainfall_total_mm,rainfall_mean_daily_mm,temperature_mean_c,dewpoint_mean_c,coverage,data_use
era5_land_rwanda_daily_summary,336,11,2020-01-01,2025-01-31,1935.22,5.76,19.823,14.061,Rwanda bounding-box mean,gridded climate reanalysis covariate for suitability screening and field-planning context
