source_row_id,source_dataset,day_only,month,year,site_raw,district_raw,origin_larvae_collection_raw,breeding_site_type_raw,agri_insecticide_1_raw,agri_insecticide_2_raw,agri_insecticide_3_raw,anopheles_species_raw,species_source_dataset,quality_flag
3061,mosquito_behavior_raw.xls,30.0,,,Mwogo,Bugesera,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3062,mosquito_behavior_raw.xls,30.0,,,Mwogo,Bugesera,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3063,mosquito_behavior_raw.xls,30.0,,,Mwogo,Bugesera,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3064,mosquito_behavior_raw.xls,30.0,,,Mwogo,Bugesera,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3065,mosquito_behavior_raw.xls,30.0,,,Mwogo,Bugesera,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3066,mosquito_behavior_raw.xls,30.0,,,Mwogo,Bugesera,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3067,mosquito_behavior_raw.xls,30.0,,,Mwogo,Bugesera,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3068,mosquito_behavior_raw.xls,30.0,,,Mwogo,Bugesera,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3069,mosquito_behavior_raw.xls,30.0,,,Mwogo,Bugesera,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3070,mosquito_behavior_raw.xls,30.0,,,Mwogo,Bugesera,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3071,mosquito_behavior_raw.xls,30.0,,,Mwogo,Bugesera,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3072,mosquito_behavior_raw.xls,30.0,,,Mwogo,Bugesera,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3073,mosquito_behavior_raw.xls,30.0,,,Mwogo,Bugesera,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3074,mosquito_behavior_raw.xls,30.0,,,Mwogo,Bugesera,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3075,mosquito_behavior_raw.xls,30.0,,,Mwogo,Bugesera,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3076,mosquito_behavior_raw.xls,30.0,,,Mwogo,Bugesera,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3077,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3078,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3079,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3080,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3081,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3082,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3083,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3084,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3085,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3086,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3087,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3088,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3089,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3090,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3091,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3092,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3093,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3094,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3095,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3096,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3097,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3098,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3099,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3100,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3101,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3102,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3103,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3104,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3105,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3106,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3107,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3108,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3109,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3110,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3111,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3112,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3113,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3114,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3115,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3116,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3117,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3118,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3119,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3120,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3121,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3122,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3123,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3124,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3125,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3126,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3127,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3128,mosquito_behavior_raw.xls,15.0,,,Gitarama,Muhanga,Rice swamps,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3129,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3130,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3131,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3132,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3133,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3134,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3135,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3136,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3137,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3138,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3139,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3140,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3141,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3142,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3143,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3144,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3145,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3146,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3147,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3148,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3149,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3150,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3151,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3152,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3153,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3154,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3155,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3156,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3157,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3158,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3159,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3160,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
3161,mosquito_behavior_raw.xls,29.0,,,Bukora,Kirehe,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
